sample_name	animal_id	barcodeid	captive_wild	collection_timestamp	collector	common_name	corrected_species_name	country	dataset	description	diet_category_12	diet_category_3	dna_extracted	elevation	empo_1	empo_2	empo_3	env_biome	env_feature	env_material	env_package	group_id	group_individual_id	healthy	host_body_habitat	host_body_product	host_body_site	host_common_name	host_life_stage	host_scietific_nam	host_subject_id	latitude	life_stage	longitude	ncbi_taxon_id	oldsampleid	physical_specimen_location	physical_specimen_remaining	preservative	qiita_study_id	sample	sample_type	scientific_name	sex	species_name	taxon_id	taxonomy_species	class	order	family	genus
11166.fmnh.1062	MLW-4375		wild	2014	FMNH	Black-backed Puffback	Dryoscopus_cubla	Malawi	FMNH birds	fmnh.1062 gut sample			True	193	Host-asssociated	Animal	Animal distal gut	dense settlement biome	animal-associated habitat	feces	host-associated			unknown	UBERON:feces	UBERON:feces	UBERON:feces	black backed puffback	not collected	Dryoscopus cubla	MLW.4375	32.84	unknown	-117.25	254531	1062	FMNH	False	frozen	11166	1062	feces	gut metagenome	female	Dryoscopus_cubla	749906	Dryoscopus cubla	Aves	Passeriformes	Malaconotidae	Dryoscopus
11166.fmnh.1064	MLW-4377		wild	2014	FMNH	European Hobby	Falco_subbuteo	Malawi	FMNH birds	fmnh.1064 gut sample			True	193	Host-asssociated	Animal	Animal distal gut	dense settlement biome	animal-associated habitat	feces	host-associated			unknown	UBERON:feces	UBERON:feces	UBERON:feces	European hobby	not collected	Falco subbuteo	MLW.4377	32.84	unknown	-117.25	344233	1064	FMNH	False	frozen	11166	1064	feces	gut metagenome	female	Falco_subbuteo	749906	Falco subbuteo	Aves	Falconiformes	Falconidae	Falco
11166.fmnh.1066	MLW-4379		wild	2014	FMNH	African Dusky Flycatcher	Muscicapa_adusta	Malawi	FMNH birds	fmnh.1066 gut sample			True	193	Host-asssociated	Animal	Animal distal gut	dense settlement biome	animal-associated habitat	feces	host-associated			unknown	UBERON:feces	UBERON:feces	UBERON:feces	African dusky flycatcher	not collected	Muscicapa adusta	MLW.4379	32.84	unknown	-117.25	248153	1066	FMNH	False	frozen	11166	1066	feces	gut metagenome	female	Muscicapa_adusta	749906	Muscicapa adusta	Aves	Passeriformes	Muscicapidae	Muscicapa
11166.fmnh.1070	MLW-4383		wild	2014	FMNH	Lizard Buzzard	Kaupifalco_monogrammicus	Malawi	FMNH birds	fmnh.1070 gut sample			True	193	Host-asssociated	Animal	Animal distal gut	dense settlement biome	animal-associated habitat	feces	host-associated			unknown	UBERON:feces	UBERON:feces	UBERON:feces	lizard buzzard	not collected	Kaupifalco monogrammicus	MLW.4383	32.84	unknown	-117.25	223780	1070	FMNH	False	frozen	11166	1070	feces	gut metagenome	male	Kaupifalco_monogrammicus	749906	Kaupifalco monogrammicus	Aves	Accipitriformes	Accipitridae	Kaupifalco
11166.fmnh.1071	MLW-4384		wild	2014	FMNH	White-breasted Cuckooshrike	Coracina_pectoralis	Malawi	FMNH birds	fmnh.1071 gut sample			True	193	Host-asssociated	Animal	Animal distal gut	dense settlement biome	animal-associated habitat	feces	host-associated			unknown	UBERON:feces	UBERON:feces	UBERON:feces	white-breasted Cuckooshrike	not collected	Coracina pectoralis	MLW.4384	32.84	unknown	-117.25	424859	1071	FMNH	False	frozen	11166	1071	feces	gut metagenome	female	Coracina_pectoralis	749906	Coracina pectoralis	Aves	Passeriformes	Campephagidae	Coracina
11166.fmnh.1072	MLW-4385		wild	2014	FMNH	Greater Honeyguide	Indicator_indicator	Malawi	FMNH birds	fmnh.1072 gut sample			True	193	Host-asssociated	Animal	Animal distal gut	dense settlement biome	animal-associated habitat	feces	host-associated			unknown	UBERON:feces	UBERON:feces	UBERON:feces	greater honeyguide	not collected	Indicator indicator	MLW.4385	32.84	unknown	-117.25	1002788	1072	FMNH	False	frozen	11166	1072	feces	gut metagenome	male	Indicator_indicator	749906	Indicator indicator	Aves	Piciformes	Indicatoridae	Indicator
11166.fmnh.1078	MLW-4391		wild	2014	FMNH	Green-backed Camaroptera	Camaroptera_brachyura	Malawi	FMNH birds	fmnh.1078 gut sample			True	193	Host-asssociated	Animal	Animal distal gut	dense settlement biome	animal-associated habitat	feces	host-associated			unknown	UBERON:feces	UBERON:feces	UBERON:feces	green-backed camaroptera	not collected	Camaroptera brachyura	MLW.4391	32.84	unknown	-117.25	315542	1078	FMNH	False	frozen	11166	1078	feces	gut metagenome	female	Camaroptera_brachyura	749906	Camaroptera brachyura	Aves	Passeriformes	Cisticolidae	Camaroptera
11166.fmnh.1083	MLW-4396		wild	2014	FMNH	Peters_s Twinspot	Hypargos_niveoguttatus	Malawi	FMNH birds	fmnh.1083 gut sample			True	193	Host-asssociated	Animal	Animal distal gut	dense settlement biome	animal-associated habitat	feces	host-associated			unknown	UBERON:feces	UBERON:feces	UBERON:feces	Peters s Twinspot	not collected	Hypargos niveoguttatus	MLW.4396	32.84	unknown	-117.25	187433	1083	FMNH	False	frozen	11166	1083	feces	gut metagenome	female	Hypargos_niveoguttatus	749906	Hypargos niveoguttatus	Aves	Passeriformes	Estrildidae	Hypargos
11166.fmnh.1087	MLW-4400		wild	2014	FMNH	Spectacled Weaver	Ploceus_ocularis	Malawi	FMNH birds	fmnh.1087 gut sample			True	193	Host-asssociated	Animal	Animal distal gut	dense settlement biome	animal-associated habitat	feces	host-associated			unknown	UBERON:feces	UBERON:feces	UBERON:feces	spectacled weaver	not collected	Ploceus ocularis	MLW.4400	32.84	unknown	-117.25	187443	1087	FMNH	False	frozen	11166	1087	feces	gut metagenome	male	Ploceus_ocularis	749906	Ploceus ocularis	Aves	Passeriformes	Ploceidae	Ploceus
11166.fmnh.1088	MLW-4401		wild	2014	FMNH	Spectacled Weaver	Ploceus_ocularis	Malawi	FMNH birds	fmnh.1088 gut sample			True	193	Host-asssociated	Animal	Animal distal gut	dense settlement biome	animal-associated habitat	feces	host-associated			unknown	UBERON:feces	UBERON:feces	UBERON:feces	spectacled weaver	not collected	Ploceus ocularis	MLW.4401	32.84	unknown	-117.25	187443	1088	FMNH	False	frozen	11166	1088	feces	gut metagenome	female	Ploceus_ocularis	749906	Ploceus ocularis	Aves	Passeriformes	Ploceidae	Ploceus
11166.fmnh.1089	MLW-4402		wild	2014	FMNH	Acrocephalus	Acrocephalus_NA	Malawi	FMNH birds	fmnh.1089 gut sample			True	193	Host-asssociated	Animal	Animal distal gut	dense settlement biome	animal-associated habitat	feces	host-associated			unknown	UBERON:feces	UBERON:feces	UBERON:feces	bird	not collected	Aves sp.	MLW.4402	32.84	unknown	-117.25	8782	1089	FMNH	False	frozen	11166	1089	feces	gut metagenome	male	Acrocephalus_NA	749906		Aves	not found	not found	not found
11166.fmnh.1090	MLW-4403		wild	2014	FMNH	Peters_s Twinspot	Hypargos_niveoguttatus	Malawi	FMNH birds	fmnh.1090 gut sample			True	193	Host-asssociated	Animal	Animal distal gut	dense settlement biome	animal-associated habitat	feces	host-associated			unknown	UBERON:feces	UBERON:feces	UBERON:feces	Peters s Twinspot	not collected	Hypargos niveoguttatus	MLW.4403	32.84	unknown	-117.25	187433	1090	FMNH	False	frozen	11166	1090	feces	gut metagenome	male	Hypargos_niveoguttatus	749906	Hypargos niveoguttatus	Aves	Passeriformes	Estrildidae	Hypargos
11166.fmnh.1091	MLW-4404		wild	2014	FMNH	Southern Cordon-Bleu	Uraeginthus_angolensis	Malawi	FMNH birds	fmnh.1091 gut sample			True	193	Host-asssociated	Animal	Animal distal gut	dense settlement biome	animal-associated habitat	feces	host-associated			unknown	UBERON:feces	UBERON:feces	UBERON:feces	southern cordonbleu	not collected	Uraeginthus angolensis	MLW.4404	32.84	unknown	-117.25	247672	1091	FMNH	False	frozen	11166	1091	feces	gut metagenome	female	Uraeginthus_angolensis	749906	Uraeginthus angolensis	Aves	Passeriformes	Estrildidae	Uraeginthus
11166.fmnh.1095	MLW-4408		wild	2014	FMNH	African Pipit	Anthus_novaeseelandiae	Malawi	FMNH birds	fmnh.1095 gut sample			True	193	Host-asssociated	Animal	Animal distal gut	dense settlement biome	animal-associated habitat	feces	host-associated			unknown	UBERON:feces	UBERON:feces	UBERON:feces	African pipit	not collected	Anthus novaeseelandiae	MLW.4408	32.84	unknown	-117.25	1108006	1095	FMNH	False	frozen	11166	1095	feces	gut metagenome	male	Anthus_novaeseelandiae	749906	Anthus novaeseelandiae	Aves	Passeriformes	Motacillidae	Anthus
11166.fmnh.1096	MLW-4409		wild	2014	FMNH	Collared Sunbird	Anthreptes_collaris	Malawi	FMNH birds	fmnh.1096 gut sample			True	193	Host-asssociated	Animal	Animal distal gut	dense settlement biome	animal-associated habitat	feces	host-associated			unknown	UBERON:feces	UBERON:feces	UBERON:feces	collared sunbird	not collected	Anthreptes collaris	MLW.4409	32.84	unknown	-117.25	208075	1096	FMNH	False	frozen	11166	1096	feces	gut metagenome	male	Anthreptes_collaris	749906	Anthreptes collaris	Aves	Passeriformes	Nectariniidae	Anthreptes
11166.fmnh.1097	MLW-4410		wild	2014	FMNH	Peters_s Twinspot	Hypargos_niveoguttatus	Malawi	FMNH birds	fmnh.1097 gut sample			True	193	Host-asssociated	Animal	Animal distal gut	dense settlement biome	animal-associated habitat	feces	host-associated			unknown	UBERON:feces	UBERON:feces	UBERON:feces	Peters s Twinspot	not collected	Hypargos niveoguttatus	MLW.4410	32.84	unknown	-117.25	187433	1097	FMNH	False	frozen	11166	1097	feces	gut metagenome	female	Hypargos_niveoguttatus	749906	Hypargos niveoguttatus	Aves	Passeriformes	Estrildidae	Hypargos
11166.fmnh.1100	MLW-4413		wild	2014	FMNH	Peters_s Twinspot	Hypargos_niveoguttatus	Malawi	FMNH birds	fmnh.1100 gut sample			True	193	Host-asssociated	Animal	Animal distal gut	dense settlement biome	animal-associated habitat	feces	host-associated			unknown	UBERON:feces	UBERON:feces	UBERON:feces	Peters s Twinspot	not collected	Hypargos niveoguttatus	MLW.4413	32.84	unknown	-117.25	187433	1100	FMNH	False	frozen	11166	1100	feces	gut metagenome	male	Hypargos_niveoguttatus	749906	Hypargos niveoguttatus	Aves	Passeriformes	Estrildidae	Hypargos
11166.fmnh.1102	MLW-4415		wild	2014	FMNH	Garden Warbler	Sylvia_borin	Malawi	FMNH birds	fmnh.1102 gut sample			True	193	Host-asssociated	Animal	Animal distal gut	dense settlement biome	animal-associated habitat	feces	host-associated			unknown	UBERON:feces	UBERON:feces	UBERON:feces	garden warbler	not collected	Sylvia borin	MLW.4415	32.84	unknown	-117.25	73324	1102	FMNH	False	frozen	11166	1102	feces	gut metagenome	male	Sylvia_borin	749906	Sylvia borin	Aves	Passeriformes	Sylviidae	Sylvia
11166.fmnh.1105	MLW-4418		wild	2014	FMNH	Garden Warbler	Sylvia_borin	Malawi	FMNH birds	fmnh.1105 gut sample			True	193	Host-asssociated	Animal	Animal distal gut	dense settlement biome	animal-associated habitat	feces	host-associated			unknown	UBERON:feces	UBERON:feces	UBERON:feces	garden warbler	not collected	Sylvia borin	MLW.4418	32.84	unknown	-117.25	73324	1105	FMNH	False	frozen	11166	1105	feces	gut metagenome	male	Sylvia_borin	749906	Sylvia borin	Aves	Passeriformes	Sylviidae	Sylvia
11166.fmnh.1107	MLW-4420		wild	2014	FMNH	Green-backed Camaroptera	Camaroptera_brachyura	Malawi	FMNH birds	fmnh.1107 gut sample			True	193	Host-asssociated	Animal	Animal distal gut	dense settlement biome	animal-associated habitat	feces	host-associated			unknown	UBERON:feces	UBERON:feces	UBERON:feces	green-backed camaroptera	not collected	Camaroptera brachyura	MLW.4420	32.84	unknown	-117.25	315542	1107	FMNH	False	frozen	11166	1107	feces	gut metagenome	female	Camaroptera_brachyura	749906	Camaroptera brachyura	Aves	Passeriformes	Cisticolidae	Camaroptera
11166.fmnh.1108	MLW-4421		wild	2014	FMNH	Collared Sunbird	Anthreptes_collaris	Malawi	FMNH birds	fmnh.1108 gut sample			True	193	Host-asssociated	Animal	Animal distal gut	dense settlement biome	animal-associated habitat	feces	host-associated			unknown	UBERON:feces	UBERON:feces	UBERON:feces	collared sunbird	not collected	Anthreptes collaris	MLW.4421	32.84	unknown	-117.25	208075	1108	FMNH	False	frozen	11166	1108	feces	gut metagenome	male	Anthreptes_collaris	749906	Anthreptes collaris	Aves	Passeriformes	Nectariniidae	Anthreptes
11166.fmnh.1110	MLW-4423		wild	2014	FMNH	Garden Warbler	Sylvia_borin	Malawi	FMNH birds	fmnh.1110 gut sample			True	193	Host-asssociated	Animal	Animal distal gut	dense settlement biome	animal-associated habitat	feces	host-associated			unknown	UBERON:feces	UBERON:feces	UBERON:feces	garden warbler	not collected	Sylvia borin	MLW.4423	32.84	unknown	-117.25	73324	1110	FMNH	False	frozen	11166	1110	feces	gut metagenome	male	Sylvia_borin	749906	Sylvia borin	Aves	Passeriformes	Sylviidae	Sylvia
11166.fmnh.1112	MLW-4425		wild	2014	FMNH	Peters_s Twinspot	Hypargos_niveoguttatus	Malawi	FMNH birds	fmnh.1112 gut sample			True	193	Host-asssociated	Animal	Animal distal gut	dense settlement biome	animal-associated habitat	feces	host-associated			unknown	UBERON:feces	UBERON:feces	UBERON:feces	Peters s Twinspot	not collected	Hypargos niveoguttatus	MLW.4425	32.84	unknown	-117.25	187433	1112	FMNH	False	frozen	11166	1112	feces	gut metagenome	male	Hypargos_niveoguttatus	749906	Hypargos niveoguttatus	Aves	Passeriformes	Estrildidae	Hypargos
11166.fmnh.1115	MLW-4428		wild	2014	FMNH	Green-backed Camaroptera	Camaroptera_brachyura	Malawi	FMNH birds	fmnh.1115 gut sample			True	193	Host-asssociated	Animal	Animal distal gut	dense settlement biome	animal-associated habitat	feces	host-associated			unknown	UBERON:feces	UBERON:feces	UBERON:feces	green-backed camaroptera	not collected	Camaroptera brachyura	MLW.4428	32.84	unknown	-117.25	315542	1115	FMNH	False	frozen	11166	1115	feces	gut metagenome	male	Camaroptera_brachyura	749906	Camaroptera brachyura	Aves	Passeriformes	Cisticolidae	Camaroptera
11166.fmnh.1117	MLW-4430		wild	2014	FMNH	Brown-hooded Kingfisher	Halcyon albiventris	Malawi	FMNH birds	fmnh.1117 gut sample			True	193	Host-asssociated	Animal	Animal distal gut	dense settlement biome	animal-associated habitat	feces	host-associated			unknown	UBERON:feces	UBERON:feces	UBERON:feces	brown hooded kingfisher	not collected	Halcyon albiventris	MLW.4430	32.84	unknown	-117.25	170865	1117	FMNH	False	frozen	11166	1117	feces	gut metagenome	female	Halcyon_albiventris	749906		Aves			
11166.fmnh.1126	MLW-4439		wild	2014	FMNH	Magpie Mannakin	Lonchura_fringilloides	Malawi	FMNH birds	fmnh.1126 gut sample			True	193	Host-asssociated	Animal	Animal distal gut	dense settlement biome	animal-associated habitat	feces	host-associated			unknown	UBERON:feces	UBERON:feces	UBERON:feces	magpie mannakin	not collected	Lonchura fringilloides	MLW.4439	32.84	unknown	-117.25	247805	1126	FMNH	False	frozen	11166	1126	feces	gut metagenome	female	Lonchura_fringilloides	749906	Lonchura fringilloides	Aves	Passeriformes	Estrildidae	Spermestes
11166.fmnh.1129	MLW-4443		wild	2014	FMNH	Peters_s Twinspot	Hypargos_niveoguttatus	Malawi	FMNH birds	fmnh.1129 gut sample			True	193	Host-asssociated	Animal	Animal distal gut	dense settlement biome	animal-associated habitat	feces	host-associated			unknown	UBERON:feces	UBERON:feces	UBERON:feces	Peters s Twinspot	not collected	Hypargos niveoguttatus	MLW.4443	32.84	unknown	-117.25	187433	1129	FMNH	False	frozen	11166	1129	feces	gut metagenome	female	Hypargos_niveoguttatus	749906	Hypargos niveoguttatus	Aves	Passeriformes	Estrildidae	Hypargos
11166.fmnh.1131	MLW-4445		wild	2014	FMNH	African Firefinch	Lagonosticta_rubricata	Malawi	FMNH birds	fmnh.1131 gut sample			True	193	Host-asssociated	Animal	Animal distal gut	dense settlement biome	animal-associated habitat	feces	host-associated			unknown	UBERON:feces	UBERON:feces	UBERON:feces	African firefinch	not collected	Lagonosticta rubricata	MLW.4445	32.84	unknown	-117.25	247514	1131	FMNH	False	frozen	11166	1131	feces	gut metagenome	male	Lagonosticta_rubricata	749906	Lagonosticta rubricata	Aves	Passeriformes	Estrildidae	Lagonosticta
11166.fmnh.1133	MLW-4448		wild	2014	FMNH	Cattle Egret	Bubulcus_ibis	Malawi	FMNH birds	fmnh.1133 gut sample			True	193	Host-asssociated	Animal	Animal distal gut	dense settlement biome	animal-associated habitat	feces	host-associated			unknown	UBERON:feces	UBERON:feces	UBERON:feces	cattle egret	not collected	Bubulcus ibis	MLW.4448	32.84	unknown	-117.25	110668	1133	FMNH	False	frozen	11166	1133	feces	gut metagenome	female	Bubulcus_ibis	749906	Bubulcus ibis	Aves	Pelecaniformes	Ardeidae	Bubulcus
11166.fmnh.1136	MLW-4451		wild	2014	FMNH	Cattle Egret	Bubulcus_ibis	Malawi	FMNH birds	fmnh.1136 gut sample			True	193	Host-asssociated	Animal	Animal distal gut	dense settlement biome	animal-associated habitat	feces	host-associated			unknown	UBERON:feces	UBERON:feces	UBERON:feces	cattle egret	not collected	Bubulcus ibis	MLW.4451	32.84	unknown	-117.25	110668	1136	FMNH	False	frozen	11166	1136	feces	gut metagenome	male	Bubulcus_ibis	749906	Bubulcus ibis	Aves	Pelecaniformes	Ardeidae	Bubulcus
11166.fmnh.1137	MLW-4452		wild	2014	FMNH	Cattle Egret	Bubulcus_ibis	Malawi	FMNH birds	fmnh.1137 gut sample			True	193	Host-asssociated	Animal	Animal distal gut	dense settlement biome	animal-associated habitat	feces	host-associated			unknown	UBERON:feces	UBERON:feces	UBERON:feces	cattle egret	not collected	Bubulcus ibis	MLW.4452	32.84	unknown	-117.25	110668	1137	FMNH	False	frozen	11166	1137	feces	gut metagenome	female	Bubulcus_ibis	749906	Bubulcus ibis	Aves	Pelecaniformes	Ardeidae	Bubulcus
11166.fmnh.1139	MLW-4454		wild	2014	FMNH	Greater Blue-eared Starling	Lamprotornis_chalybaeus	Malawi	FMNH birds	fmnh.1139 gut sample			True	193	Host-asssociated	Animal	Animal distal gut	dense settlement biome	animal-associated habitat	feces	host-associated			unknown	UBERON:feces	UBERON:feces	UBERON:feces	greater blue-eared starling	not collected	Lamprotornis chalybaeus	MLW.4454	32.84	unknown	-117.25	381108	1139	FMNH	False	frozen	11166	1139	feces	gut metagenome	female	Lamprotornis_chalybaeus	749906	Lamprotornis chalybaeus	Aves	Passeriformes	Sturnidae	Lamprotornis
11166.fmnh.1142	MLW-4457		wild	2014	FMNH	Spotted Flycatcher	Muscicapa_striata	Malawi	FMNH birds	fmnh.1142 gut sample			True	193	Host-asssociated	Animal	Animal distal gut	dense settlement biome	animal-associated habitat	feces	host-associated			unknown	UBERON:feces	UBERON:feces	UBERON:feces	spotted flycatcher	not collected	Muscicapa striata	MLW.4457	32.84	unknown	-117.25	1293958	1142	FMNH	False	frozen	11166	1142	feces	gut metagenome	female	Muscicapa_striata	749906	Muscicapa striata	Aves	Passeriformes	Muscicapidae	Muscicapa
11166.fmnh.1143	MLW-4458		wild	2014	FMNH	Boehm_s Bee-eater	Merops_boehmi	Malawi	FMNH birds	fmnh.1143 gut sample			True	193	Host-asssociated	Animal	Animal distal gut	dense settlement biome	animal-associated habitat	feces	host-associated			unknown	UBERON:feces	UBERON:feces	UBERON:feces	Boehms bee eater	not collected	Merops boehmi	MLW.4458	32.84	unknown	-117.25	457315	1143	FMNH	False	frozen	11166	1143	feces	gut metagenome	not collected	Merops_boehmi	749906	Merops boehmi	Aves	Coraciiformes	Meropidae	Merops
11166.fmnh.1144	MLW-4459		wild	2014	FMNH	Boehm_s Bee-eater	Merops_boehmi	Malawi	FMNH birds	fmnh.1144 gut sample			True	193	Host-asssociated	Animal	Animal distal gut	dense settlement biome	animal-associated habitat	feces	host-associated			unknown	UBERON:feces	UBERON:feces	UBERON:feces	Boehms bee eater	not collected	Merops boehmi	MLW.4459	32.84	unknown	-117.25	457315	1144	FMNH	False	frozen	11166	1144	feces	gut metagenome	male	Merops_boehmi	749906	Merops boehmi	Aves	Coraciiformes	Meropidae	Merops
11166.fmnh.1147	MLW-4462		wild	2014	FMNH	Greater Blue-eared Starling	Lamprotornis_chalybaeus	Malawi	FMNH birds	fmnh.1147 gut sample			True	193	Host-asssociated	Animal	Animal distal gut	dense settlement biome	animal-associated habitat	feces	host-associated			unknown	UBERON:feces	UBERON:feces	UBERON:feces	greater blue-eared starling	not collected	Lamprotornis chalybaeus	MLW.4462	32.84	unknown	-117.25	381108	1147	FMNH	False	frozen	11166	1147	feces	gut metagenome	male	Lamprotornis_chalybaeus	749906	Lamprotornis chalybaeus	Aves	Passeriformes	Sturnidae	Lamprotornis
11166.fmnh.1148	MLW-4463		wild	2014	FMNH	White-browed Coucal	Centropus_superciliosus	Malawi	FMNH birds	fmnh.1148 gut sample			True	193	Host-asssociated	Animal	Animal distal gut	dense settlement biome	animal-associated habitat	feces	host-associated			unknown	UBERON:feces	UBERON:feces	UBERON:feces	white-browed coucal	not collected	Centropus superciliosus	MLW.4463	32.84	unknown	-117.25	1118518	1148	FMNH	False	frozen	11166	1148	feces	gut metagenome	female	Centropus_superciliosus	749906	Centropus superciliosus	Aves	Cuculiformes	Centropidae	Centropus
11166.fmnh.1149	MLW-4464		wild	2014	FMNH	Senegal Coucal	Centropus_senegalensis	Malawi	FMNH birds	fmnh.1149 gut sample			True	193	Host-asssociated	Animal	Animal distal gut	dense settlement biome	animal-associated habitat	feces	host-associated			unknown	UBERON:feces	UBERON:feces	UBERON:feces	Senegal coucal	not collected	Centropus senegalensis	MLW.4464	32.84	unknown	-117.25	1219335	1149	FMNH	False	frozen	11166	1149	feces	gut metagenome	male	Centropus_senegalensis	749906	Centropus senegalensis	Aves	Cuculiformes	Centropidae	Centropus
11166.fmnh.1154	MLW-4469		wild	2014	FMNH	Common Fiscal	Lanius_collurio	Malawi	FMNH birds	fmnh.1154 gut sample			True	193	Host-asssociated	Animal	Animal distal gut	dense settlement biome	animal-associated habitat	feces	host-associated			unknown	UBERON:feces	UBERON:feces	UBERON:feces	common fiscal	not collected	Lanius collurio	MLW.4469	32.84	unknown	-117.25	56324	1154	FMNH	False	frozen	11166	1154	feces	gut metagenome	male	Lanius_collurio	749906	Lanius collurio	Aves	Passeriformes	Laniidae	Lanius
11166.fmnh.1155	MLW-4470		wild	2014	FMNH	Pearl_spotted Owlet	Glaucidium_perlatum	Malawi	FMNH birds	fmnh.1155 gut sample			True	193	Host-asssociated	Animal	Animal distal gut	dense settlement biome	animal-associated habitat	feces	host-associated			unknown	UBERON:feces	UBERON:feces	UBERON:feces	pearl spotted owlet	not collected	Glaucidium perlatum	MLW.4470	32.84	unknown	-117.25	69937	1155	FMNH	False	frozen	11166	1155	feces	gut metagenome	female	Glaucidium_perlatum	749906	Glaucidium perlatum	Aves	Strigiformes	Strigidae	Glaucidium
11166.fmnh.1156	MLW-4471		wild	2014	FMNH	Dwarf Bittern	Ixobrychus_sturmii	Malawi	FMNH birds	fmnh.1156 gut sample			True	193	Host-asssociated	Animal	Animal distal gut	dense settlement biome	animal-associated habitat	feces	host-associated			unknown	UBERON:feces	UBERON:feces	UBERON:feces	dwarf bittern	not collected	Ixobrychus sturmii	MLW.4471	32.84	unknown	-117.25	1002791	1156	FMNH	False	frozen	11166	1156	feces	gut metagenome	male	Ixobrychus_sturmii	749906	Ixobrychus sturmii	Aves	Pelecaniformes	Ardeidae	Ixobrychus
11166.fmnh.1160	MLW-4477		wild	2014	FMNH	White_browed Sparrow_Weaver	Plocepasser_mahali	Malawi	FMNH birds	fmnh.1160 gut sample			True	193	Host-asssociated	Animal	Animal distal gut	dense settlement biome	animal-associated habitat	feces	host-associated			unknown	UBERON:feces	UBERON:feces	UBERON:feces	whitebrowed sparrowweaver	not collected	Plocepasser mahali	MLW.4477	32.84	unknown	-117.25	99181	1160	FMNH	False	frozen	11166	1160	feces	gut metagenome	female	Plocepasser_mahali	749906	Plocepasser mahali	Aves	Passeriformes	Passeridae	Plocepasser
11166.fmnh.1162	MLW-4479		wild	2014	FMNH	White_browed Sparrow_Weaver	Plocepasser_mahali	Malawi	FMNH birds	fmnh.1162 gut sample			True	193	Host-asssociated	Animal	Animal distal gut	dense settlement biome	animal-associated habitat	feces	host-associated			unknown	UBERON:feces	UBERON:feces	UBERON:feces	whitebrowed sparrowweaver	not collected	Plocepasser mahali	MLW.4479	32.84	unknown	-117.25	99181	1162	FMNH	False	frozen	11166	1162	feces	gut metagenome	male	Plocepasser_mahali	749906	Plocepasser mahali	Aves	Passeriformes	Passeridae	Plocepasser
11166.fmnh.1165	MLW-4483		wild	2014	FMNH	Common Fiscal	Lanius_collurio	Malawi	FMNH birds	fmnh.1165 gut sample			True	193	Host-asssociated	Animal	Animal distal gut	dense settlement biome	animal-associated habitat	feces	host-associated			unknown	UBERON:feces	UBERON:feces	UBERON:feces	common fiscal	not collected	Lanius collurio	MLW.4483	32.84	unknown	-117.25	56324	1165	FMNH	False	frozen	11166	1165	feces	gut metagenome	male	Lanius_collurio	749906	Lanius collurio	Aves	Passeriformes	Laniidae	Lanius
11166.fmnh.1166	MLW-4484		wild	2014	FMNH	Common Fiscal	Lanius_collurio	Malawi	FMNH birds	fmnh.1166 gut sample			True	193	Host-asssociated	Animal	Animal distal gut	dense settlement biome	animal-associated habitat	feces	host-associated			unknown	UBERON:feces	UBERON:feces	UBERON:feces	common fiscal	not collected	Lanius collurio	MLW.4484	32.84	unknown	-117.25	56324	1166	FMNH	False	frozen	11166	1166	feces	gut metagenome	male	Lanius_collurio	749906	Lanius collurio	Aves	Passeriformes	Laniidae	Lanius
11166.fmnh.1170	MLW-4488		wild	2014	FMNH	Long_tailed Paradise_Whydah	Vidua_paradisaea	Malawi	FMNH birds	fmnh.1170 gut sample			True	193	Host-asssociated	Animal	Animal distal gut	dense settlement biome	animal-associated habitat	feces	host-associated			unknown	UBERON:feces	UBERON:feces	UBERON:feces	long tailed paradise whydah	not collected	Vidua paradisaea	MLW.4488	32.84	unknown	-117.25	37614	1170	FMNH	False	frozen	11166	1170	feces	gut metagenome	male	Vidua_paradisaea	749906	Vidua paradisaea	Aves	Passeriformes	Estrildidae	Vidua
11166.fmnh.1171	MLW-4490		wild	2014	FMNH	Dwarf Bittern	Ixobrychus_sturmii	Malawi	FMNH birds	fmnh.1171 gut sample			True	193	Host-asssociated	Animal	Animal distal gut	dense settlement biome	animal-associated habitat	feces	host-associated			unknown	UBERON:feces	UBERON:feces	UBERON:feces	dwarf bittern	not collected	Ixobrychus sturmii	MLW.4490	32.84	unknown	-117.25	1002791	1171	FMNH	False	frozen	11166	1171	feces	gut metagenome	female	Ixobrychus_sturmii	749906	Ixobrychus sturmii	Aves	Pelecaniformes	Ardeidae	Ixobrychus
11166.fmnh.1174	MLW-4493		wild	2014	FMNH	Variable Indigobird	Vidua_funerea	Malawi	FMNH birds	fmnh.1174 gut sample			True	193	Host-asssociated	Animal	Animal distal gut	dense settlement biome	animal-associated habitat	feces	host-associated			unknown	UBERON:feces	UBERON:feces	UBERON:feces	variable indigobird	not collected	Vidua funerea	MLW.4493	32.84	unknown	-117.25	243218	1174	FMNH	False	frozen	11166	1174	feces	gut metagenome	male	Vidua_funerea	749906	Vidua funerea	Aves	Passeriformes	Estrildidae	Vidua
11166.fmnh.1175	MLW-4494		wild	2014	FMNH	Wahlberg_s Eagle	Hieraaetus wahlbergi	Malawi	FMNH birds	fmnh.1175 gut sample			True	193	Host-asssociated	Animal	Animal distal gut	dense settlement biome	animal-associated habitat	feces	host-associated			unknown	UBERON:feces	UBERON:feces	UBERON:feces	Wahlbergs Eagle	not collected	Hieraaetus wahlbergi	MLW.4494	32.84	unknown	-117.25	252787	1175	FMNH	False	frozen	11166	1175	feces	gut metagenome	male	Aquila_wahlbergi	749906	Hieraaetus wahlbergi	Aves			
